[01:06:25] [main/INFO]: ModLauncher running: args [--username, Lavaheart2003, --version, neoforge-21.1.147, --gameDir, C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2, --assetsDir, C:\Users\User\curseforge\minecraft\Install\assets, --assetIndex, 17, --uuid, bdf77ac69144437782401d2fd38b282c, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, N2RkZmY5ODAtYmFkZS00NTI0LTgzMGUtNmVmZGMzMGRlMmM0, --xuid, 2535409530177756, --userType, msa, --versionType, release, --width, 1920, --height, 1080, --quickPlayPath, C:\Users\User\curseforge\minecraft\Install\quickPlay\java\1745795183532.json, --fml.neoForgeVersion, 21.1.147, --fml.fmlVersion, 4.0.38, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient]
[01:06:25] [main/INFO]: JVM identified as Microsoft OpenJDK 64-Bit Server VM 21.0.3+9-LTS
[01:06:25] [main/INFO]: ModLauncher 11.0.4+main.d2e20e43 starting: java version 21.0.3 by Microsoft; OS Windows 11 arch amd64 version 10.0
[01:06:26] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[01:06:26] [main/INFO]: Trying GL version 4.6
[01:06:26] [main/INFO]: Requested GL version 4.6 got version 4.6
[01:06:26] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=union:/C:/Users/User/curseforge/minecraft/Install/libraries/net/fabricmc/sponge-mixin/0.15.2+mixin.0.8.7/sponge-mixin-0.15.2+mixin.0.8.7.jar%23131!/ Service=ModLauncher Env=CLIENT
[01:06:26] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 3080 Ti/PCIe/SSE2 GL version 4.6.0 NVIDIA 566.36, NVIDIA Corporation
[01:06:26] [main/INFO]: Found mod file "client-1.21.1-20240808.144430-srg.jar" [locator: production client provider +net.neoforged:neoforge:21.1.147:client]
[01:06:26] [main/INFO]: Found mod file "neoforge-21.1.147-universal.jar" [locator: PathBasedLocator[name=neoforge, paths=[C:\Users\User\curseforge\minecraft\Install\libraries\net\neoforged\neoforge\21.1.147\neoforge-21.1.147-universal.jar]], reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "additional_lights-neoforge-1.21-2.1.9.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "AdvancedAE-1.2.5-1.21.1.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "AdvancementPlaques-1.21.1-neoforge-1.6.8.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "ae2ct-1.21.1-1.0.6.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "ae2jeiintegration-1.2.0.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "ae2wtlib-19.2.3.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "aeinfinitybooster-neoforge-1.21.1-1.0.0.49.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "AI-Improvements-1.21-0.5.3.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "alltheleaks-0.1.15-beta+1.21.1-neoforge.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "alltheores-3.1.6_neoforge_1.21.1.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "AmbientSounds_NEOFORGE_v6.1.9_mc1.21.1.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "ApothicAttributes-1.21.1-2.8.0.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "ApothicEnchanting-1.21.1-1.4.0.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "ApothicSpawners-1.21.1-1.3.0.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "appleskin-neoforge-mc1.21-3.0.5.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "Applied-Mekanistics-1.6.2.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "appliedenergistics2-19.2.9.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "Aquaculture-1.21.1-2.7.14.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "architectury-13.0.8-neoforge.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "ars_elemental-1.21.1-0.7.3.0.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "ars_nouveau-1.21.1-5.8.2-all.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "artifacts-neoforge-13.0.2.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "athena-neoforge-1.21-4.0.1.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "attributefix-neoforge-1.21.1-21.1.2.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "Auroras-1.21-1.6.2.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
[01:06:26] [main/INFO]: Found mod file "balm-neoforge-1.21.1-21.0.41.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Lava's buildcraft 2\mods}, reader: mod manifest]
